candidate_name,article_title,date,source_url,article_text
Joey Montemayor,Ex-presidential bet Joey Montemayor files COC for senator,1-Oct-24,https://www.inquirer.net/414487/ex-presidential-bet-joey-montemayor-files-coc-for-senator/,"MANILA, Philippines ó Former presidential candidate Jose Montemayor Jr. filed his certificate of candidacy (COC) for senator at the Commission on Elections (Comelec) on Tuesday.

ìWell, even before, I had a big chance [to win]. But now, I have a bigger advantage because I am now known,î he said.

Montemayor, who is a cardiologist and lawyer by profession, had a number of tarpaulins and placards all around the country, which he said were produced by his supporters.

ìThey are supporting a movement. Not a person but a movement that I represent ó a spiritually ready Philippines,î he said.

Montemayor has expressed his opposition to the death penalty, same-sex unions, abortion ó except for medical reasons ó and divorce, according to Vote Pilipinas, a non-profit information campaign during the 2022 polls.

He ranked tenth out of 10 presidential candidates in 2022, getting 60,592 votes, according to the Comelec.
"
Joey Montemayor,"VERA FILES FACT CHECK: Presidential aspirant Joey Montemayor understates COVID-19 vaccination numbers, omits context on need for boosters",11-Mar-22,https://verafiles.org/articles/vera-files-fact-check-presidential-aspirant-joey-montemayor,"Presidential candidate Dr. Jose ìJoeyî Montemayor, who is against mandatory vaccination, claimed that the number of fully vaccinated individuals in the Philippines has not reached 30 million as of early March. This is false.

Presidential candidate Dr. Jose ìJoeyî Montemayor, who is against mandatory vaccination, claimed that the number of fully vaccinated individuals in the Philippines has not reached 30 million as of early March. This is false.

His statement that COVID-19 vaccines can only ìproduce artificial immunity for three months,î hence the need for a booster shot, also lacks context.

STATEMENT
In an interview with Politiko TV channel on March 1, Montemayor elaborated on his position on the governmentís COVID-19 vaccination program.

He said in part:

ìAlam niyo po, wala pang 30 million ang napabakunahan. Inflated ang figures nila Ö E bakit kung talagang marami ó 76 million ang hindi vaccinated. In fact, ang vaccination is only artificial, it can only produce artificial immunity for three months kaya nga may booster e. Kasi kung talagang magbibigay ng herd immunity ëyan, e ëdi dapat wala nang booster.î

(You know, the [number of] vaccinated people has not reached 30 million. Their figures are inflated Ö If there is really a lot ó 76 million [people] are not vaccinated. In fact, vaccination is only artificial, it can only produce artificial immunity for three months. Thatís why there is a booster because if [vaccination] can really provide herd immunity, then there should be no booster anymore.)

Source: Politiko TV Channel, Balitang Sapol With Presidential Candidate Dr. Joey Montemayor, March 1, 2022, watch from 8:46 to 9:11

The episode of Politiko TVís ìBalitang Sapolî with the segment on the presidential aspirant was aired live on its Facebook page, which has 992,932 followers. The video has a potential reach of 1.24 million users, based on social media monitoring tool CrowdTangle.

Montemayor is running for president under the Democratic Party of the Philippines. According to his website, he is a cardiologist, a medical technologist, an economist, and a lawyer.

FACT
Data from the Department of Health (DOH) show that more than 63.30 million Filipinos ó twice more than Montemayorís claim ó have been fully vaccinated as of March 1.

The government is targeting to inoculate 80%, or around 88.8 million, of the total population of 111 million Filipinos. This means around 25.49 million of the target are either partially vaccinated or have yet to receive a single dose.



In response to the candidateís claim that the reported vaccination figures are ìinflated,î DOH said it ìstands by the collected data being released regarding the number of vaccinated individuals in the country.î

ìThis data has been collected by the National Vaccination Operation Center through lists submitted by national vaccination sites throughout the country and referenced through the Vaccine Operation System,î it said. (See VERA FILES FACT SHEET: What it takes to be ëreadyí to roll out the COVID-19 vaccines)

The agency emphasized that ìall reports undergo validation by the Centers for Health Development who are in charge of implementing, monitoring and coordinating health-related policies and programs to national government agencies as well.î

Vaccine-induced immunity
Health experts also refuted Montemayorís insinuation that protection from vaccination is only temporary, which is why the country is giving out booster shots.

A booster is an additional dose given to someone who has built enough protection after vaccination to ìre-expose [their] bodies to the part of the vaccine that protects against the disease.î

Several health agencies, including the Philippinesí DOH, have recommended boosters in view of new variants of concern, like Omicron, that could affect vaccine effectiveness.

(Read VERA FILES FACT SHEET: Why fully vaccinated people still get infected with COVID-19)

DOH and the Food and Drug Administration authorized boosters for adults aged 18 years old and above at least three months following the last dose of any of the following vaccines: AstraZeneca, Gamaleya Sputnik V, Gamaleya Sputnik Light, Moderna, Pfizer, Sinopharm, and Sinovac.

Those who received the one-dose Janssen vaccine ìcan get booster shots at least two months after their first dose,î according to the Health Department.

In a March 7 forum, Dr. Nina Gloriani, chair of the Department of Science and Technology (DOST) Vaccine Expert Panel, said a third dose increases antibodies against more COVID-19 variants and prevents severe disease and hospitalization.

As of March 9, about 10.67 million Filipinos have received a third dose of the COVID-19 jab. This included 3.62 million frontliners in essential sectors, 2.07 million persons with comorbidities, 1.87 million senior citizens, 1.20 million healthcare workers, 845,819 persons who are indigent, and 1.05 million from the rest of the population.

A team of public health experts convened by Meedan, a global technology nonprofit, noted, however, that while vaccine-induced immunity is ìreducedî over time, ìimmunity is still much higher than it would be without the vaccine.î

In an email to VERA Files Fact Check, the Meedan team said: ìCOVID-19 vaccines are not only being used to prevent the infection itself, they are also being used to prevent severe illness and death. By doing so, infections go down overall.î

Although immunity can come from natural infection, Dr. Melvin Sanicas, vaccine expert and senior medical director at Clover Biopharmaceuticals, explained in an earlier interview with VERA Files Fact Check that ìvaccination induces a more robust immune response in a safe and controlled way.î

ìImmunity from the virus is very inconsistent and varies a lot from [person] to [person] because you cannot control the viral dose,î Sanicas said. (Read VERA FILES FACT CHECK: PAO chief Acosta wrongly claims vaccinated individuals ëdonít have immunityí vs COVID-19)

Health authorities continue to urge the public to get inoculated and practice physical distancing, wear masks, and maintain proper ventilation in their homes or wherever they may be to curb the spread of virus.

ìTo safely achieve herd immunity against COVID-19, a substantial proportion of a population would need to be vaccinated, lowering the overall amount of virus able to spread in the whole population,î DOH told VERA Files Fact Check in a March 8 media release.

ìWith the continuous studies and developments in the studies of our COVID-19 vaccines, there are still uncertainties with the length of protection,î it said, adding that when the country could attain ìherd immunityî remains unclear.
"
Joey Montemayor,"Former presidential candidate Montemayor files COC for senator

Read more:
https://www.gmanetwork.com/news/topstories/nation/922152/joey-mentemayor-senate/story/
More stories: https://www.gmanetwork.com/news/ Follow us: https://www.facebook.com/gmanews/",1-Oct-24,https://www.gmanetwork.com/news/topstories/nation/922152/joey-mentemayor-senate/story/,"Former presidential candidate Joey Montemayor will join the political race once again, this time for senator in Eleksyon 2025.†

The lawyer-doctor said he believes he has better chances for next yearís elections following his presidential bid in 2022.

ìëYung pagtakbo ko dati as president ngayon senator, this only means a continuing service for our countrymen,î said Montemayor.

(My senate candidacy means continuing service for our countrymen.)

ìMas malaki ang advantage dahil nakilala na ako. Ang health sector, nire-represent ko. Konti lang kami doctor na tumatakbo as senatorÖ I think my chances now are better than before,î he added.†

(I think I have an advantage now because of my presidential bid. I also represent the health sector. I think my chances now are better than before.)

Montemayor filed his certificate of candidacy (COC) on Tuesday at the Manila Hotel Tent City at around 9 a.m. He will be running under the Partido Pederal ng Maharlika (PPM).†

Other senatorial bets under their slate are†Sonny Pimentel and PPM Secretary-General Orlando de Guzman.

Meanwhile, asked about the circulating tarpaulins in support of his candidacy, Montemayor said ""it came from volunteers.""

Others who also filed their COCs for senators on Tuesday morning are former teacher and scholarship coordinator Janice Padilla and 44-year-old Felipe Fernandez Montealto Jr., who dubbed himself the ""youngest senatorial aspirant."" óVAL, GMA Integrated News"
Subair Mustapha,"Matula, Mustapha kick off Senate campaign in Manila",11-Feb-25,https://www.inquirer.net/428358/fwd-quiboloy-foe-ballot-buzzer-beater-launch-senate-bids/ ,"MANILA, Philippines ó The labor leader who figured in a political party dispute with the camp of Kingdom of Jesus Christ (KJC) founder Pastor Apollo Quiboloy and the aspirant whose name was belatedly added in the election ballots have officially launched their campaign for a Senate seat.

Lawyer Sonny Matula and Sultan Subair Mustapha, who are running under a Workers Party of the Philippines (WPP) wing as declared by the Commission on Elections (Comelec), began their campaign in Quiapo district.

Matula went to Quiapo Church, while Mustapha also went to Quiapoís Golden Mosque before kicking off their 90-day campaign.

Both candidates are pushing for higher minimum wage, ending contractualization, strengthening workers rights, and other progressive policies.

ìAs Matula and Mustapha embark on their 90-day campaign, they call on workers, students, and ordinary Filipinos to join their fight for a just and equitable societyówhere no Filipino is forced to leave their family for the city or for another country, just to survive,î the WPP said in a statement.

Matula ran but lost in the 2022 national elections. Being the 12th member of former Vice President Leni Robreboís senatorial slate when she ran for president, Matula got more than three million votes.

 In January, Matula also challenged Quiboloyís senatorial bid before the Supreme Court (SC) in a bid to overturn the Comelec decision allowing Quiboloy to run for senator.

Quiboloy, through a representative, filed his certificate of candidacy (COC) for senator and would be running under a faction of the WPP led by the pastorís lawyer Mark Tolentino.

This triggered a controversy as the Matula-led WPP faction questioned Quiboloyís COC.

He later filed before the Comelec a petition to disqualify and declare Quiboloy a nuisance candidate, which the poll body denied.

The Comelec had also acknowledged that the WPP has two blocs with each being headed by Matula and Tolentino.

It could also be recalled that on Jan. 14, the SC issued a temporary restraining order in favor of Mustapha, who was previously declared by Comelec as a nuisance candidate.

The printing of over six million ballots already began on Jan. 6, but the Comelec had to discard it since it did not contain the names of Mustapha, which cost the Comelec  P132 million.
"
Subair Mustapha,"Comelec, Mustapha reject proposed No. 67 ballot assignment",18-Jan-25,https://www.sunstar.com.ph/manila/comelec-mustapha-reject-proposed-no-67-ballot-assignment,"THE Commission on Elections (Comelec) and senatorial aspirant Subair Mustapha o Saturday, January 18, 2025, opposed the call of former senator Francis Pangilinan to place the name of the Workers' and Peasants' Party (WPP) candidate in the final spot on the official ballots for the May 2025 elections.

In a statement, Comelec Chairman George Garcia said it would be impossible to assign the number 67 spot among senatorial candidates to Mustapha.

""We may be accused of violating the equal protection clause of the Constitution. Additionally, the Supreme Court did not only order the inclusion of his name among the list of candidates but also to assign him the correct number based on the alphabetical arrangement,"" Garcia said.

""This may just result in another temporary restraining order (TRO),"" he added.

Garciaís statement was echoed by Mustapha, who said the directive of the Supreme Court must be followed.

""With due respect to Senator Pangilinan, we submit that no private individual has the authority to interfere. The number 47 has already been assigned to me,"" Mustapha said.

""Assigning me the last number will only add to voter confusion, as the names are arranged alphabetically,"" he added.

Earlier, Pangilinan urged the Comelec to assign Mustapha to number 67 among senatorial candidates, instead of rearranging the numbers of the other candidates and giving Mustapha number 47.

Pangilinan argued that the proposal would spare the affected candidates from the burden of incurring additional expenses related to the revision and reprinting of their election paraphernalia. (HDT/SunStar Philippines)
"
Jose Jessie Olivar,Senatorial bet Jose Jessie Olivar wants gov't to promote organic farming,1-Mar-25,https://www.gmanetwork.com/news/topstories/nation/937792/senatorial-bet-jose-jessie-olivar-wants-gov-t-to-promote-organic-farming/story/ ,"Senatorial candidate Jose Jessie Olivar wants the government to take further steps to promote organic agriculture in the country.

In a series of TikTok posted on Facebook, Olivar campaigned for organic abono for farmers, and education on proper farming methods and livelihoods.

""Ang tunay na kaunlaran ay nagsisimula sa masaganang ani at maunlad na pamumuhay, gaya ng noon kung kailan ang ating mga ninuno ay umaasa sa lakas ng kalabaw at yaman ng lupa,"" said the farmer from Ormoc, Leyte.

""Hindi lang tayo magbibigay ng suportaóituturo rin natin ang tamang paraan ng pagsasaka at kabuhayan upang masigurong pangmatagalan ang ani at asenso,"" he added.

Meanwhile, in several posts on Facebook, another senatorial candidate David DíAngelo shared his disappointment with the collapse of a bridge in Isabela, saying it was money wasted.

ìNakakalungkot [isipin] na tila naglalaho na lang parang bula ang pera ng taumbayan sa mga proyektong mukhang maganda at kapakipakinabang pero sa huli ay mukhang nagkulang sa tamang proseso at konstruksyon,î he said.

He also called on the government to defend the ancestral lands of indigenous peoples after sharing a video of their homes destroyed in Balabac, Palawan.

ìKapag tayo ay nanalo, mananagot ang lahat ng mga lumalapastangan sa mga katutubo. Hindi na kayo nahiya na ang lupang hindi naman sa inyo ay inaangkin ninyo at pinapahirapan ang mga katutubong mula noon hanggang ngayon ay nauna dyan,î he said.

Through a Facebook reel, independent candidate Angelo de Alban assured his supporters that he would not steal from the country's coffers.

He said he is willing to show his bank accounts to prove that his campaign ran on his budget and donated campaign materials from his supporters.

PDP-Laban bets

Reelectionist Senator Bong Go emphasized the government's commitment to strengthen healthcare access nationwide as he led the inauguration of the Super Health Centers (SHC) in Agno and Bani, Pangasinan.

Go also conveyed his appreciation to all healthcare workers across the country, recognizing their dedication and sacrifices, especially in underserved communities. Go reaffirmed his advocacy for more health centers and medical assistance programs to ensure that Filipinos, regardless of location, receive the healthcare they need.

Lawyer Raul Lambino took to Facebook live to address pressing national issues, particularly press freedom, education, and economic reforms. Speaking from Davao City, where he was set to attend a major youth rally, Lambino reiterated his commitment to several key issues.

He said that government officials were actively monitoring and accusing content creators of spreading misinformation while ignoring the presence of anonymous social media accounts that contribute to online discourse.

ìLalo lalo ang usaping press freedom kasi maraming nangangamba sa mga vloggers at may-ari ng pages o accounts sa Facebook, TikTok, Instagram at iba pa na sila ngayon pinagbabantaan na maaaring kasuhan sila sa pagpapakalat ng fake news,"" he said. 

(Especially on the issue of press freedom, because many vloggers and owners of pages or accounts on Facebook, TikTok, Instagram, and other platforms are now being threatened with lawsuits for spreading fake news.)

Lambino also underscored the importance of education in addressing poverty, citing his struggles in pursuing higher education. He called for curriculum reforms to keep up with global standards, highlighting the need for stronger STEM (Science, Technology, Engineering, and Mathematics) education.

He also tackled the need for economic and technological advancements, emphasizing the importance of embracing digital finance, artificial intelligence, and blockchain technology to improve financial transactions and reduce corruption.

Lambino, as seen on singer-songwriter and lawyer Jimmy Bondocís Facebook live, attended the Hugpong Youth Convention in Azuela Cove, Lanang, Davao City along with fellow candidates, Jimmy Bondoc, Philip Salvador, Vic Rodriguez, Senators Bong Go and Bato Dela Rosa. 
"
Jose Jessie Olivar,"Senatorial candidate pushes for divorce, same-sex union",20-Feb-25,https://tribune.net.ph/2025/02/20/senatorial-candidate-pushes-for-divorce-same-sex-union,"A senatorial candidate vowed on Thursday to push for the passage of a divorce bill and the legalization of same-sex unions if elected to the Senate.

During the ""Harapan sa Diliman: A Senatorial Forum"" on the Equality Agenda, lawyer Ernesto Arellano argued that it is ""inhuman"" to force couples to stay in dysfunctional marriages.

""Bigyan ng mas malalim na pag-aaral ang mga senador. Mabuti siguro, palitan natin sila at iboto natin ang mga senador na bukas at naiintindihan ang divorce (Senators should study this issue further. Maybe it's time to replace them with those who are open and understand divorce),"" Arellano said.

""Isang krimen na pilitin mo yung mag-asawa na hindi na nagkakaintindihan [na magsama pa] (It's a crime to force married couples in conflict to stay together),"" he added.

Lawyer and labor leader Sonny Matula agreed on the need to end ""dead marriages"" but argued that a divorce bill is unnecessary since annulment and legal separation already exist.

""Maaari naman nating gawan ng paraan... Sa kasalukuyan mayroon tayong legal separation, mayroon tayong annulment (We can find ways... Currently, we have legal separation and annulment),"" Matula said.

Arellano, however, dismissed these options as ""useless.""

""Mas magandang putulin mo na para mag-umpisa sila ng bagong buhay (It's better to end it completely so they can start a new life),"" he argued.

Debate on same-sex unions
On the issue of same-sex unions, independent Senate candidate Jose Jessie Olivar expressed neutrality but voiced concerns about tying LGBTQ+ couples to a marriage contract, citing religious reasons and the difficulty of obtaining a divorce in the Philippines.

Arellano, meanwhile, argued that respect for love and individual rights should be taught in schools.

""Ang aking Panginoon ay mapagmahal, papayagan niya yun. Kinakailangan isama sa curriculum sa paaralan ang pagbibigay ng galang sa katawan ng isang indibidwal. Huwag kang maging marahas sa mga nag-iibigan (My God is loving; He will allow it. Respect for an individualís body should be included in the school curriculum. Don't be harsh toward those who love each other),"" he said.

The Philippines does not currently recognize same-sex unions, including marriage or civil unions. Under the Family Code, marriage is defined as a union between a man and a woman.

Background of candidates
Arellano, 83, is running under the Katipunan ng Kamalayang Kayumanggi. In 2019, he ran under the Labor Win Alliance, placing 36th out of 62 candidates with 937,713 votes. He previously served as general secretary of Kilusang Mayo Uno and co-founded various labor and advocacy organizations.

Matula, representing the Workersí and Peasantsí Party, ran for Senate in 2019 and 2022, ranking 50th and 36th, respectively.

Olivar, a transport union leader, serves as president of the Philtranco Workers Union-Association of Genuine Labor Organizations.

Senate Bill 2443, or the Dissolution of Marriage Act, which seeks to legalize divorce in the Philippines, was recommended for approval by the Senate Committee on Women, Children, Family Relations, and Gender Equality in September 2023.
"
Manny Pacquiao,Philippine Court Voids Manny Pacquiaoís $55.8 Million Tax Bill,"Oct. 12, 2022",https://www.taxnotes.com/featured-news/philippine-court-voids-manny-pacquiaos-558-million-tax-bill/2022/10/11/7f7hp ,"In Pacquiao v. Commissioner, the Court of Tax Appeals (CTA) ruled that Pacquiao and his wife, Jinkee, were not properly informed about the basis of the assessment, which had been issued only in the boxerís name. The decision, which was dated September 29 and made public October 7, covers tax assessments for 2008-2009.

Pacquiao, whose first name is Emmanuel, earned income in those years from boxing matches in the United States and from talent fees paid by Philippine corporations for product endorsements, advertising commercials, and television appearances. He made a timely filing of his 2008 Philippine income tax return to report his domestic income and later amended the return to include his U.S.-source income. He also filed an income tax return for 2009 on a timely basis, reporting his Philippine-source income but not his U.S. earnings for the year. He failed to file VAT returns for 2008 and 2009.

In 2012 the Bureau of Internal Revenue (BIR) issued preliminary assessments to the Pacquiaos based on third-party information. It also filed a criminal complaint against the couple for failing to supply documents related to an investigation into alleged discrepancies on the Pacquiaosí tax returns. Although the Pacquiaos eventually agreed that VAT was due, they protested to the CTA in 2013 that the income tax assessments were defective because they were predicated on what the couple described as mere allegations that they had committed tax fraud. They also said that Jinkee Pacquiao had been denied due process because the final tax assessment was only in the name of her husband. Further, the assessments failed to reflect both the taxes that Manny Pacquiao had paid in the United States and deductions he had claimed against his income, they said.

In 2018 the CTA ordered the BIR to stop trying to collect from the Pacquiaos while their separate challenge of the assessments proceeded through the courts. The tax agency claimed the couple owed PHP 2.26 billion in income tax and VAT. Penalties and interest brought the total assessments to about PHP 3.3 billion.

In its most recent decision, which can be appealed, the CTA said the BIR lacked sufficient basis to issue the assessments because they were based primarily on news articles that were not detailed in the formal letter of demand (FLD) issued to the taxpayers. ìIt is evident from the foregoing testimony . . . that the newspaper articles and clippings which form the basis for the subject assessment were not mentioned in the FLD and that petitioners were not even furnished with copies of the said documents,î the court said. ìConsidering that the FLD failed to indicate the factual basis of the assessment and that petitioners were not duly informed of the source documents used as basis in computing the assessed deficiency taxes, the subject assessment should be declared invalid for violation of petitioners' due process rights.î

Under Revenue Regulation 7-2018, the BIR is required to provide the taxpayer with a Notice for Informal Conference, which includes the tax agencyís internal findings, before issuing an FLD. ìNo proof of service was presented by respondent to show that it was actually received by petitioners,î the court said.

Pacquiao, the only professional boxer to have won titles in eight international weight divisions, also won a seat in the Philippine Congress in 2010 and was elected to the Senate in 2016. His term expired June 30. Pacquiao came in a distant third in May 9 balloting for president in an election won by Ferdinand Marcos Jr., who has had issues of his own concerning inheritance taxes owed on the estate of his father, Ferdinand Marcos Sr. The elder Marcos was president of the Philippines from 1965 to 1986.
"
Manny Pacquiao,Pacquiao wins three-year legal battle against Paradigm,19-Aug-24,https://www.spin.ph/boxing/pacquiao-wins-3-year-legal-battle-against-paradigm-a793-20240819,"MANNY Pacquiao just scored a victory not on the ring, but on the court.

The three-year legal battle of the only eight-time world division champion against Paradigm Sports Management (PSM) finally came to a final decision in favor of the Filipino boxing legend.

Superior Court of the State of California County of Orange Central Justice Center Judge Walter Schwarm issued his final statement of decision last August 12, 2024, declaring the contract void owing to illegality.

According to the final statement signed by judge Schwarm, ìThe court finds for Mr. Pacquiao on the declaratory relief cause of action and declares the contract void due to illegality.î

PSM is headed by CEO Audie Attar.

The decision was a huge victory for the Pacquiao camp as it meant the ring great could fight again on US soil should he decide to unretire and seek a potential fight against reigning WBC welterweight champion Mario Barrios later this year or early in 2025.

Manny Pacquiaoís US lawyer Atty. Jason Aniel said the former senator was glad to hear the courtís final decision and thanked everyone who prayed for the resolution of the legal issue.

ìWe are pleased that the court made its final decision on the legal issues in Mr. Pacquiaoís favor,î Aniel said. ìAfter hearing Paradigm Sports Managementís objections to the tentative decision, the court decided the contract that Paradigm sought to enforce Mr Pacquiao was illegal as Paradigm was not properly licensed.

Aniel added: ìThis decision negates the juryís findings back in May of 2023. We thank the courtís time and effort in this matter. Mr. Pacquiao thanks his fans for their patience while the court fully resolved all the legal issues.î

Manny Pacquiaoís MP Promotions president Sean Gibbons confirmed the latest documents from Orange County, saying the former senator did nothing wrong and that the Paradigm Sports Management contract was illegal.

ìManny Pacquiao was finally proven innocent. He did nothing wrong as the Superior Court of California has already announced its final statement of decision declaring that the contract offered by Paradigm was void due to illegality,î Gibbons said, referring to the judgeís final decision.

ìGod bless Manny Pacquiao,î Gibbons added.

The Filipino boxing legend was completely vindicated after winning the final battle on court despite the US juryís May 2023 ruling ordering him to pay $5.1 million to Paradigm broken as follows -$3.3 million for breach of contract and $1.8 million for breach of implied covenant of good faith and fair dealing.

But Pacquiaoís legal camp waited for the whole process to be completed, before the same judge found out that Paradigm was not licensed as a manager under the California law and nullified the juryís earlier verdict and not reverse it as earlier reported.
"
Manny Pacquiao,Boxer Pacquiao backs corruption claims with missing public funds allegation,3-Jul-21,https://www.reuters.com/world/europe/boxer-pacquiao-backs-corruption-claims-with-missing-public-funds-allegation-2021-07-03/,"MANILA, July 3 (Reuters) - More than 10 billion pesos ($204 million) in pandemic aid intended for poor Philippine families is unaccounted for, boxer-turned-senator Manny Pacquiao said on Saturday, adding this was just one of the discoveries in his corruption investigation.
Pacquiao on Thursday accepted Philippine President Rodrigo Duterte's challenge to show evidence of corruption in his government, and the boxing superstar said his findings about missing funds were the tip of the iceberg.
The Reuters Tariff Watch newsletter is your daily guide to the latest global trade and tariff news. Sign up here.
""That is just one of the things I have discovered. It has only been three days since I accepted your challenge to present proof,"" said Pacquiao, who found himself in Duterte's crosshairs after he railed at alleged corruption in government as well as the president's friendly relationship with China. read more
Irene Dumlao, spokesperson at the Department of Social Welfare and Development which is overseeing the distribution of cash aid, said the agency would cooperate with any investigation.
""There are many families who are hungry and yet billions and billions of money are being stolen in government,"" Pacquiao said in a virtual briefing, pointing to documents on his desk.
Pacquiao, 42, had long been among Duterte's strongest supporters, but is seen as a possible contender when the leader's six-year term ends next year.
""You should not be mad at me,"" Pacquiao told the president before leaving the country to prepare for a fight next month. ""I only wanted to help.""
Pacquiao alleged the intended beneficiaries of 10.4 billion pesos worth of cash aid did not receive anything, but records showed they did. ""Where did the money go?"" he asked.
($1 = 49.1000 Philippine pesos)
"
Ronnel Arambulo,Philippine fishermen worry solar farm on lake will hurt incomes,12-Aug-24,https://www.khaleejtimes.com/world/asia/philippine-fishermen-worry-solar-farm-on-lake-will-hurt-incomes?_refresh=true,"A worker guts round scad before sun-drying the fish in Tondo, Manila. -- AFP file
Fishing has been a lifeline for Alejandro Alcones for the past four decades, but he now fears his small boat may be replaced by a floating solar farm on the Philippines' largest lake.
Alcones is part of a group of fishermen opposed to the government's plan to place solar panels atop Laguna de Bay, one of the country's biggest sources of freshwater fish, as it looks for renewable energy sources to meet growing demand for power.
""Laguna Lake gives life and income to fishermen like us who didn't finish school. It also gives many displaced workers here an alternative way to earn by fishing,"" said Alcones, a 55-year-old father of two who lives near the lake.
An archipelago of more than 7,000 islands, the Philippines is hampered by limited land resources as it pursues a target to produce half of its electricity from renewable sources by 2040, compared with just a fifth in 2021.
Unlike traditional solar farms on land, floating photovoltaics - or solar panels installed on reservoirs, ponds and offshore waters - are an attractive alternative for fossil fuel-dependent countries with scarce land and high population density.
Last year, Indonesia opened Southeast Asia's largest floating solar facility on a man-made reservoir.
But these novel projects may compete with people who depend on fishing and agriculture, according to a January report by the Responsible Energy Initiative of Forum for the Future, a collective of nongovernmental organisations pushing for ""ecologically safe and socially just"" renewable energy.
The report described the Laguna Lake project as a ""testing ground"" for the technology and the world's first large-scale photovoltaics operation on a natural lake.
POTENTIAL HAZARDS
Under the project, Laguna Lake, which spans 91,000 hectares southeast of Manila, will host three floating solar projects atop 2,000 hectares of water that will generate about 2 gigawatts of electricity to supply the Laguna area and the capital by 2026.
Contracts have already been awarded to three companies that must still undergo an environmental impact assessment before construction can start.
Alcones is one of the 13,000 people who depend on the lake for their livelihoods, according to the Laguna Lake Development Authority (LLDA), a state agency responsible for the preservation, development and sustainability of the area.
The LLDA regularly meets with fisher groups to hear their concerns and the government ""doesn't want to dislocate them as much as possible"" when the solar project gets underway, said Mhai Dizon, the LLDA's renewable energy project coordinator.
But the Philippines' largest fishermen's alliance, the National Federation of Small Fisherfolk Organizations in the Philippines, or Pamalakaya, accused the LLDA of only consulting local government officials and small groups of Laguna fishermen.
Following a request by Pamalakaya, it met with the LLDA in Manila in July, when it raised concerns that the Laguna solar project could impact more than 8,000 fishermen, including 2,000 people who work in aquaculture, according to Ronnel Arambulo, Pamalakaya's vice chairperson.
""We are worried that the floating solar farms will further shrink our fishing grounds that have already been reduced by past development projects,"" Arambulo told The Thomson Reuters Foundation outside of the meeting, which was closed to press.
Fishermen from Pamalakaya fear the project would reduce catches and pose hazards to communities if they become untethered during strong typhoons and rising water levels, Arambulo said. The panels could also impede boats and destroy docks, he said.
Waterborne solar panels are still being tested and raise ""numerous questions"" about potential long-term effects on the environment and local communities, according to the Responsible Energy Initiative report.
Coastal soil erosion, increased sedimentation and siltation, disruption of photosynthesis and diminished fishing yields as the ecosystem changes are among potential risks.
""Depending on their specific location and scale, floating solar can reduce access to fishing grounds by independent fishermen,"" said Marvin Lagonera, Forum for the Future's energy transition strategist in Southeast Asia. He described a ""a rights-based approach"" in clean energy transitions as essential.
""This includes meaningfully engaging with impacted communities,"" including civil society, environmental groups and local communities, he said.
RACE FOR RENEWABLES
The Laguna Lake project would generate enough electricity to supply 2 million homes, Mylene Capongcol, assistant secretary at the Department of Energy, said in a statement.
""The Department of Energy supports the development of floating solar projects as this will contribute to the government's target of a 35% renewable energy share in the power generation mix by 2030 and 50% by 2040,"" she said. Transitioning to renewable energy is becoming ever more urgent for the Philippines.
It is now Southeast Asia's most coal-dependent country, with about 62% of its electricity production fired by the dirty fossil fuel last year, according to a report from the energy think tank Ember.
The slow adoption of clean energy is due in part to competition with agriculture for space, with just 18% of the island nation's total land deemed arable.
But floating solar panels can help defuse tensions over land rights that have plagued solar development elsewhere, research firm Rystad Energy said in a report.
At present, floating solar farms account for just 500 megawatts of power production across Southeast Asia, but another 300 MW would come online this year alone, it estimated.
""Countries such as the Philippines, Indonesia and Thailand are well-positioned to be at the forefront of this growing trend,"" the report said, and pointed to the Philippines' inland lakes as suitable for solar farms.
Lagonera also saw the technology as a chance for the Philippines to accelerate its shift to green energy. ""With the Philippines' ambitious renewable energy targets, floating solar systems present an innovative alternative and opportunity to scale renewable energy,"" he said.
""However, as floating solar scales, it also risks similar competition for limited resources."" Three dozen towns whose inhabitants depend on the lake for food, water and income line Laguna's shores.
Each year, fishermen haul up to 90,000 tonnes of fish, including mudfish, catfish and ayungin, a silver perch endemic to the Philippines, from its waters.
They are also among the poorest: Almost a third of all Filipino fishers live below the poverty line. Alcones earns an average 5,000 Philippine pesos ($87) a month.
He has already seen a decline in the quantity and variety of fish and blames stresses on Laguna arising from its use as a flood reservoir and waste sink, as well as for irrigation and hydropower.
The LLDA believes the floating solar farms could actually boost Laguna fisheries in the future.
""Based on studies Ö the bottom of the panels can be used as breeding ground for fishes,"" Dizon said.
While some Laguna fishers have welcomed the solar project, others believe they have more to lose than gain.
""We recognise the energy transition or the shift to renewables. But this should be put up in areas that are no longer productive, unlike Laguna Lake,"" Arambulo said."
